refno	poetry	anvaya
vrd_ramayana_anvaya_6_56_38	सवीरशोभामभजन्महाकपिःसमेत्यरक्षांसिनिहत्यमारुतिः महासुरंभीमममित्रनाशनःयथैवविष्णुर्बलिनंचमूमुखे	महाकपिः सःमारुतिः चमूमुखे रक्षांसि समेत्य निहत्य भीमम् अमित्रनाशनम् यथैव बलिनम् , महासुरम् विष्णुर्यथा वीरशोभाम् अभजत्
vrd_ramayana_anvaya_6_56_39	अपूजयन्देवगणास्तदाकपिंस्वयंचरामोऽतिबलश्चलक्ष्मणः तथैवसुग्रीवमुखाःप्लवङ्गमाविभीषणश्चैवमहाबलस्तथा	तदा देवगणाः स्वयम् रामः अतिबलः लक्ष्मणःच तथैव सुग्रीवमुखाः प्लवङ्गमाः तथा महाबलः विभीषणश्चैव कपिम् अपूजयन्
vrd_ramayana_anvaya_6_57_1	अकम्पनवधंश्रुत्वाक्रुद्धोवैराक्षसेश्वरः किञ्चिददीनमुखश्चापिसचिवांस्तानुदैक्षत	राक्षसेश्वरः अकम्पनवधम् श्रुत्वा क्रुद्धः किञ्चित् दीनमुखःचअपि तान् सचिवान् उदैक्षत
vrd_ramayana_anvaya_6_57_2	सतुध्यात्वामुहूर्तंतुमन्त्रिभिस्संविचार्यच ततस्तुरावणःपूर्वदिवसेराक्षसाधिपः पुरींपरिययौलङ्कांसर्वगुल्मानवेक्षितुम्	राक्षसाधिपः सःरावणः मुहूर्तम् ध्यात्वा मन्त्रिभिः संविचार्यच ततः पूर्वदिवसे सर्वगुल्मान् अवेक्षितुम् लङ्कांपुरीम् ययौ
vrd_ramayana_anvaya_6_57_3	तांराक्षसगणैर्गुप्तांगुल्मैर्बहुभिरावृताम् ददर्शनगरींलङ्कांपताकाध्वजमालिनीम्	लङ्कां राक्षसगणैः गुप्ताम् बहुभिः गुल्मैः आवृताम् पताकाध्वजमालिनीम् तांनगरीम् ददर्श
vrd_ramayana_anvaya_6_57_4	रुद्धांतुनगरींदृष्टवारावणोराक्षसेश्वरः उवाचात्महितंकालेप्रहस्तंयुद्धकोविदम्	राक्षसेश्वरः रावणः रुद्धाम् नगरीम् दृष्टवा काले युद्धकोविदम् प्रहस्तम् आत्महितम् उवाच
vrd_ramayana_anvaya_6_57_5	पुरस्योपनिविष्टस्यसहसापीडितस्यवा नान्यंयुद्धात्प्रपश्यामिमोक्षंयुद्धविशारद	युद्धविशारद उपनिविष्टस्य सहसा पीडितस्य पुरस्य युद्धात् अन्यम् मोक्षम् नप्रवश्यामि
vrd_ramayana_anvaya_6_57_6	अहंवाकुम्भकर्णोवात्वंवासेनापतिर्मम इन्द्रजिद्वानिकुम्भोवावहेयुर्भारमीदृशम्	अहंवा कुम्भकर्णोवा मम सेनापतिः त्वंवा इन्द्रजिद्वा निकुम्भोवा ईदृशम् भारम् वहेयुः
vrd_ramayana_anvaya_6_57_7	सत्वंबलमतश्शीघ्रमादायपरिगृह्यच विजयायाभिनिर्याहियत्रसर्वेवनौकसः	सःत्वम् ततः शीघ्रम् बलम् आदाय परिगृह्यच वनौकसः सर्वे यत्र विजयाय अभिनिर्याहि
vrd_ramayana_anvaya_6_57_8	निर्याणायादेवतेनूनंचपलाहरिवाहिनी नर्दतांराक्षसेन्द्राणांश्रुत्वानादंद्रविष्यति	निर्याणायादेव ते नूनम् चलिता हरिवाहिनी नर्दताम् राक्षसेन्द्राणाम् नादम् श्रुत्वा द्रविष्यति
vrd_ramayana_anvaya_6_57_9	चपलाह्यविनीताश्चचलचित्ताश्चवानराः नसहिष्यन्तितेनादंसिंहनादमिवद्विपाः	चपलाः अविनीताश्च चलचित्ताश्च वानराः द्विपाः सिंहनादमिव ते नादम् नसहिष्यन्ति
vrd_ramayana_anvaya_6_57_10	विद्रुतेचबलेतस्मिन् रामःसौमित्रिणासह अवशस्तेनिरालम्बःप्रहस्तवशमेष्यति	प्रहस्त तस्मिन् बले विद्रुते सौमित्रिणासह रामः अवशः निरालम्बः वशम् एष्यति
vrd_ramayana_anvaya_6_57_11	आपत्संशयिताश्रेयोनात्रनिस्संशयीकृता प्रतिलोमानुलोमंवायद्वानोमन्यसेहितम्	अत्र संशयिता आपत् श्रेयः निस्सशयीकृता न तु यत् वा प्रतिलोमानुलोमंवा हितम् मन्यसे
vrd_ramayana_anvaya_6_57_12	रावणेनैवमुक्तस्तुप्रहस्तोवाहिनीपतिः राक्षसेन्द्रमुवाचेदमसुरेन्द्रमिवोशना	रावणेन एवम् उक्तः वाहिनीपतिः उशना असुरेन्द्रमिव राक्षसेन्द्रम् इदम् उवाच
vrd_ramayana_anvaya_6_57_13	राजन्मन्त्रितपूर्वंनःकुशलैस्सहमन्त्रिभिः विवादश्चापिनोवृत्तस्समवेक्ष्यपरस्परम्	राजन् कुशलैः मन्त्रिभिःसह नः मन्त्रितपूर्वम् परस्परम् समवेक्ष्य नः विवादश्च वृत्तः
vrd_ramayana_anvaya_6_57_14	प्रदानेनतुसीतायाःश्रेयोव्यवसितंमया अप्रदानेपुनर्युद्धंदृष्टमेत्तथैवनः	सीतायाः प्रदानेन मया श्रेयः व्यवसितम् अप्रदानेपुनः नः युद्धम् दृष्टमेव
vrd_ramayana_anvaya_6_57_15	सोऽहंदानैश्चमानैश्चसततंपूजितस्त्वया सान्त्वैश्चविविधैःकालेकिंनकुर्यांहितंतव	काले दानैश्च मानैश्च विविधैः सान्त्वैश्च सततम् त्वया पूजितः सःअहम् तव किम् नकुर्याम्
vrd_ramayana_anvaya_6_57_16	नहिमेजीवितंरक्ष्यंपुत्रदारधनानिच त्वंपश्यमांजुहूषन्तंत्वदर्थेजीवितंयुधि	मे जीवितम् रक्ष्यम् नहि पुत्रदारधनानिच त्वदर्थे युधि जीवितम् जुहूषन्तम् माम् त्वम् पश्य
vrd_ramayana_anvaya_6_57_17	एवमुक्त्वातुभर्तारंरावणंवाहिनीपतिः उवाचेदंबलाध्यक्षान्प्रहस्तःपुरतःस्थितान्	वाहिनीपतिः प्रहस्तः भर्तारम् रावणम् एवम् उक्त्वा पुरतः स्थितान् बलाध्यक्षान् इदम् उवाच
vrd_ramayana_anvaya_6_57_18	मेशीघ्रंराक्षसानांमहाद्बलम् मद्भाणाब्दावेगेनहतानांशनिचरणाजिरे अद्यहृष्यन्तुमांसादाःपक्षिणःकाननौकसां	राक्षसानाम् महाबलम् मे समानयत काननौकसाम् पक्षिणः मद्बाणाच वेगेन रणाजिरे हतानाम् मांसादाः अद्य तृप्यन्तु
vrd_ramayana_anvaya_6_57_20	इत्युक्तास्तेप्रहस्तेनबलाध्यक्षाः कृतत्वराः बलमुद्योजयामासुस्तस्मिन्राक्षसमन्दिरे	कृतत्वराः बलाध्यक्षाः इत्युक्ताः प्रहस्तेन तस्मिन् राक्षसमन्दिरे बलम् उद्योजयामासुः
vrd_ramayana_anvaya_6_57_21	साबभूवमुहूर्तेननिग्मर्नानाविधायुधैः लङ्काराक्षसवीरैस्तैर्गजैरिवसमाकुला	मुहूर्तेन सालङ्का गजैरिव भीमैः तैः नानाविधायुधैः तैः राक्षसवीरैः समाकुला बभूव
vrd_ramayana_anvaya_6_57_22	हुताशनंतर्पयतांब्राह्मणांश्चनमस्यताम् आज्यगन्धप्रतिवहःसुरभिर्मारुतोववौ	हुताशनम् तर्पयताम् ब्राह्मणांश्च नमस्यताम् आज्यगन्धप्रतिवहः सुरभः मारुतः वनौ
vrd_ramayana_anvaya_6_57_23	स्रजश्चविविधाकाराजगृहुस्त्वभिमन्त्रिताः सङ्ग्रामसज्जाःसम्हृष्टाधरायन्राक्षसास्तदा	तदा सङ्ग्रामसज्जाः राक्षसाः विविधाकाराः अभिमन्त्रिताः स्रजश्च जगृहुः सम्हृष्टाः धरायन्
vrd_ramayana_anvaya_6_57_24	सधनुष्काःकवचिनोवेगादाप्लुत्यराक्षसाः रावणंप्रेक्ष्यराजानंप्रहस्तंपर्यवारयन्	सधनुष्काः कवचिनः राक्षसाः राजानम् रावणम् प्रेक्ष्य वेगात् आप्लुत्य प्रहस्तम् पर्यवारयन्
vrd_ramayana_anvaya_6_57_25	अथामन्त्ऱ्यतुराजानंभेरीमाहत्यभैरवाम् आरुरोहरथंयुक्तःप्रहस्तस्सज्जकल्पितम् हयैर्महाजवैर्युक्तंसम्यक्सूतसुसंयतम् महाजलदनिर्घोषंसाक्षाच्चन्द्रार्कभास्वरम् उरगध्वजदुर्धर्षंसुवरूथंस्ववस्करम् सुवर्णजालसंयुक्तंप्रहसन्तमिवश्रिया	अथ युक्तः प्रहस्तः राजानम् आमन्त्य भैरवाम् भेरीम् आहत्य सज्जकल्पितम् महाजवैः हयैः युक्तम् सम्यक् सूतसुसंयुतम् महाजलदनिर्घोषम् साक्षात् चन्द्रार्कभास्वरम् उरगध्वज दुर्धर्षम् सुवरूथम् स्ववस्करम् सुवर्णजालसंयुक्तम् श्रिया प्रहसन्तमिव रथम् आरुरोह
vrd_ramayana_anvaya_6_57_28	ततस्तंरथमास्थायरावणार्पितशासनः लङ्कायानिर्ययौतूर्णंबलेनमहतावृतः	ततः रावणार्पितशासनः रथम् आस्थाय महता बलेन वृतः तूर्णम् लङ्कायाः निर्ययौ
vrd_ramayana_anvaya_6_57_29	ततोदुन्धुभिनिर्घोषःपर्जन्यनिनदोपमः वादित्राणांचनिनदःपूरयन्निवमेदिनीम् शुश्रुवेशङ्खशब्दश्चप्रयातेवाहिनीपतौ	वाहिनीपतौ प्रयाते ततः पर्जन्यनिनदोपमः दुन्धुभिनिर्घोषः वादित्राणाम् निनदःच शङ्खशब्दश्च मेदिनीम् पूरयन्निव शुश्रुवे
vrd_ramayana_anvaya_6_57_30	निनदन्तस्स्वरान्घोरान्राक्षसाजग्मुरग्रतः भीमरूपामहाकायाःप्रहस्तस्यपुरस्सराः	भीमरूपाः महाकायाः राक्षसाः घोरान् स्वरान् निनदन्तः प्रहस्तस्यः पुरस्सरा अग्रतः जग्मुः
vrd_ramayana_anvaya_6_57_31	नरान्तकःकुम्भहनुर्महानादस्समुन्नतः प्रहस्तसचिवाह्येतेनिर्ययुःपरिवार्यतम्	नरान्तक कुम्भहनुः महानादः समुन्नतः प्रहस्तसचिवाः एते तम् परिवार्य निर्ययुः
vrd_ramayana_anvaya_6_57_32	व्यूढेनेवसुघोरेणपूर्वद्वारात्सनिर्ययौ गजयूथनिकाशेनबलेनमहतावृतः	सः व्यूढेनेव सुघोरेण गजयूथनिकाशेन महता बलेन वृतः पूर्वद्वारात् निर्ययौ
vrd_ramayana_anvaya_6_57_33	सागरप्रतिमौघेनवृतस्तेनबलेनसः प्रहस्तोनिर्ययौक्रुद्धःकालान्तकयमोपमः	कालान्तकयमोपमः क्रुद्धः सःप्रहस्तः सागरप्रतिमौघेन तेन बलेन वृतः निर्ययौ
vrd_ramayana_anvaya_6_57_34	तस्यनिर्याणघोषेणराक्षसानांचनर्दताम् लङ्कायांसर्वभूतानिविनेदुर्विकृतैस्स्वरैः	तस्य निर्याणघेषेण नर्दताम् राक्षसानांच लङ्कायाम् सर्वभूतानि विकृतैः स्वरैः विनेदुः
vrd_ramayana_anvaya_6_57_35	व्यभ्रमाकाशमाविश्यमांसशोणितभोजनाः मण्डलान्यपसव्यानिखगाश्चक्रूरथंप्रति	मांसशोणितभोजनाः खगाः व्यभ्रम् आकाशम् आविश्य रथंप्रति अपसव्यानि मण्डलानि चक्रुः
vrd_ramayana_anvaya_6_57_36	सम्नत्यःपावकज्वालाःशिवाघोराववाशिरे अन्तरिक्षात्पपातोल्कावायुश्चपरुषंवनौ	घोराः शिवाः पावकज्वालाः वम्नत्यः ववाशिरे अन्तरिक्षात् उल्का पपात वायुश्च परुषम् ववौ
vrd_ramayana_anvaya_6_57_37	अन्योन्यमभिसंरब्धाग्रहाश्चनचकाशिरे मेघाश्चखरनिर्घोषारथस्योपरिरक्षसः ववृषंरुधिरंचास्यसिषिचुश्चपुरस्सरान्	अन्योन्यम् अभिसंरब्दाः नचकाशिरे रक्षसः रथस्य उपरि मेघाश्च खरनिर्घोषाः रुधिरम् ववृर्षुः पुरःसरान् सिषिचुश्च
vrd_ramayana_anvaya_6_57_39	केतुर्मूर्धनिगृध्रोऽस्यनिलीनोदक्षिणामुखः तुदन्नुभयतःपार्श्वंसमग्रामहरत्प्रभाम्	दक्षिणामुखः केतोः मूर्धनि निलीनः गृध्रः अस्य उभयतः पार्श्वम् तुदन् समग्राम् श्रियम् अहरत्
vrd_ramayana_anvaya_6_57_40	सारथेर्भहुशश्चास्यसङ्ग्राममवगाहतः प्रतोदोन्यपतद्धस्तात्सूतस्यहयसादिनः	सङ्ग्रामम् अवगाहतः सूतस्य हयसादिनः सारथेः हस्तात् प्रतोदः अस्य बहुशः न्यपतत्
vrd_ramayana_anvaya_6_57_41	निर्याणश्रीश्चयाऽस्यासीद्भास्वरावसुदुर्लभाः साननाशमुहूर्तेनसमेचस्खलिताहयाः	भास्वरा वसुदुर्लभा या निर्याणश्री सा मुहूर्तेन ननाश हयाश्च समे स्खलिताः
vrd_ramayana_anvaya_6_57_42	प्रहस्तंत्वभिनिर्यान्तंप्रख्यातबलपौरुषम् युधिनानाप्रहरणाकपिसेनाऽभ्यवर्तत	प्रख्यातबलपौरुषम् अभिनिर्यान्तम् तुप्रहस्तम् नानाप्रहरणा कपिसेना युधि अभ्यवर्तत
vrd_ramayana_anvaya_6_57_43	अथघोषस्सुतुमुलोहरीणांसमजायत वृक्षानारुजतांचैवगुर्वीरागृह्णतांशिलाः	अथ वृक्षान् आरुजतांचैव गुर्वीः शिलाः आगृह्णताम् हरीणाम् सुतुमुलः घोषः समजायत
vrd_ramayana_anvaya_6_57_44	नदतांराक्षसानांचवानराणांचगर्जताम् उभेप्रमुदितेसैन्येरक्षोगणवनौकसाम् वेगितानांसमर्थानामन्योन्यवधकाङ् क्षिणाम् परस्परंचाह्वयतांनिनाद्शूयतेमहान्	नदताम् राक्षसानांच गर्जताम् वानराणांच उभे सैन्ये प्रमुदिते वेगितानाम् समर्थानाम् अन्योन्यवधकाङ् क्षिणाम् परस्परम् आह्वयताम् रक्षोगणवनौकसाम् महान् निनादः श्रूयते
vrd_ramayana_anvaya_6_57_46	ततःप्रहस्तःकपिराजवाहिनीमभिप्रतस्थेविजयायदुर्मतिः विवृद्धवेगंश्चविवेशतांचमूंयथामुमूर्षुश्शलभोविभावसुम्	ततः दुर्मतिः प्रहस्तः कपिराजवाहिनीम् विजयाय प्रहस्तः विवृद्धवेगःच मुमूर्षुः शलभः विभावसंयथा तांचमूम् विवेश
vrd_ramayana_anvaya_6_58_1	ततःप्रहस्तंनिर्यान्तंदृष्टवाभीमपराक्रमम् उवाचसस्मितंरामोविभीषणमरिन्दमः	ततः अरिन्दमः रामः निर्यान्तम् भीमपराक्रमम् प्रहस्तम् दृष्टवा विभीषणम् सस्मितम् उवाच
vrd_ramayana_anvaya_6_58_2	कएषस्सुमहाकायोबलेनमहतावृतः आचक्ष्वमेमहाबाहो वीर्यवन्तंनिशाचरम्	महाबाहो सुमहाकायः बलेन वृतः एषः कः महाबाहो वीर्यवन्तम् निशाचरम् मे आचक्ष्व
vrd_ramayana_anvaya_6_58_3	राघवस्यवचश्श्रुत्वाप्रत्युवाचविभीषणः एषसेनापतिस्तस्यप्रहस्तोनामराक्षसः लङ्कायांराक्षसेन्द्रस्यत्रिभागबलसम्वृतः वीर्यवानस्त्रविच्छूरःसुप्रख्याश्चपराक्रमे	राघवस्य वचः श्रुत्वा विभीषणः प्रत्युवाच एषः लङ्कायाम् त्रिभागबलसम्वृतः वीर्यवान् अस्त्रवित् शूरः सुप्रख्याश्चपराक्रमः तस्यराक्षसेन्द्रस्य सेनापतिः प्रहस्तोनाम राक्षसः
vrd_ramayana_anvaya_6_58_5	ततःप्रहस्तंनिर्यान्तंभीमंभीमपराक्रमम् गर्जन्तंसुमहाकायंराक्षसैरभिसम्वृतम् ददर्शमहतीसेनावानराणांबलीयसाम् अभिसञ्जातरोषाणांप्रहस्तमभिगर्जताम्	ततः बलीयसाम् अभिसञ्जातरोषाणाम् प्रहस्तम् अभिगर्जताम् वानराणाम् महती सेना निर्यान्तम् भीमम् भीमपराक्रमम् राक्षसैः अभिसम्वृतम् प्रहस्तम् ददर्श
vrd_ramayana_anvaya_6_58_7	खडगशक्त्यृष्णिबाणाश्चशूलानिमुसलानिच गदाश्चपरिघाःप्रासाविविधाश्चपरिश्वधाः नूंषिचविचित्राणिराक्षसानांजयैषिणाम् प्रगृहीतान्यशोभन्तवानरानभिधावताम्	जयैषिणाम् वानरान् अभिधावताम् राक्षसानाम् प्रगृहीतानि खडगशक्त्यृष्टिबाणाश्च शूलानि मुसलानिच गदाश्च परिघाः प्रासाः विविधाः परिश्वधाः प्रगृहीतानि आशोभन्त
vrd_ramayana_anvaya_6_58_9	जगृहुःपादपांश्चापिपुष्पितान्वानरर्षभाः शिलाश्चविपुलादीर्घायोद्धुकामाःप्लवङ्गमाः	योद्धुकामाः प्लवङ्गमाः पुष्पितान् पादपांश्चापि वानरर्षभाः विपुलाः दीर्घाः शिलाःच जगृहुः
vrd_ramayana_anvaya_6_58_10	तेषामन्योन्यमासाद्यसङ्ग्रामःसुमहानभूत् बहूनामश्मवृष्टिंचशरवर्षंचवर्षताम्	अन्योन्यम् आसाद्य आश्मवृष्टिम् शरवर्षंच वर्षताम् बहूनाम् तेषाम् सुमहान् सङ्ग्रामः अभूत्
vrd_ramayana_anvaya_6_58_11	बहवोराक्षसायुद्धेबहून्वानरयूधपान् वानराराक्षसांश्चापिनिजघ्नुर्बहवोबहून्	युद्धे बहवः राक्षसाः बहून् वानरयूधपान् बहवः वानराः बहून् राक्षसांश्चापि निजघ्नुः
vrd_ramayana_anvaya_6_58_12	शूलैःप्रमथिताःकेचित्केचिच्चपरमायुधैः परिघैराहताःकेचित्केचिच्छिन्नाःपरश्वधैः	केचित् शूलैः प्रमथिताः केचिच्च परमायुधैः केचित् परिघैः आहताः केचित् परश्वधैः छिन्नाः
vrd_ramayana_anvaya_6_58_13	निरुच्छवासाःकृताः केचित्पतिताधरणीतले विभिन्नहृदयाःकेचिदिषुसन्धानसन्दिताः	केचित् कृताः निरुच्छवासाः धरणीतले पतिताः केचित् इषुसंधानसन्दिताः विभिन्नहृदयाः
vrd_ramayana_anvaya_6_58_14	केचिव्दिधाकृताःखडगैःस्फुरन्तःपतिताभुवि वानराराक्षसैश्शूलैपार्श्वतश्चावदारिताः	केचित् वानराः शूलैः राक्षसैः खडगैः द्विधा कृताः पार्श्वतः अदारिताः स्फुरन्तः भुवि पतिताः
vrd_ramayana_anvaya_6_58_15	वानरैश्चापिसङ्क्रुद्धैराक्षसौघाःसमन्ततः पादपैर्गिरिशृङ्गैश्चसम्पिष्टावसुधातले	राक्षसौघाः सङ्क्रुद्धैः वानरैः समन्ततः पादपैः गिरिशृङ्गैश्च वसुधातले सम्पिष्टाः
vrd_ramayana_anvaya_6_58_16	वज्रस्पर्शतलैर्हस्स्सैर्मुष्टिभिश्चहताभृशम् वेमुश्शोणितमास्येभ्योविशीर्णदशनेक्षणाः	वज्रस्पर्शतलैः हस्स्सैः मुष्टिभिः हताः विशीर्णदशनेक्षणाः आस्येभ्यः भृशम् शोणितम् वेमुः
vrd_ramayana_anvaya_6_58_17	आर्तस्वनंचस्वनतांसिंहनादंचनर्दताम् बभूवतुमुलश्शब्दोहरीणांरक्षसांयुधि	आर्तस्वनम् स्वनताम् सिंहनादम् नर्दताम् हरीणाम् रक्षसां तुमुलः शब्दः युधि बभूव
vrd_ramayana_anvaya_6_58_18	वानराराक्षसाःक्रुद्धावीरमार्गमनुव्रताः विवृत्तनयनाःक्रूराश्चक्रुःकर्माण्यभीतवत्	क्रुद्धाः वीरमार्गम् अनुव्रताः क्रूराः विवृत्तनयनाः वानराः राक्षसाः अभीतवत् कर्माणि चक्रुः
vrd_ramayana_anvaya_6_58_19	नरान्तकःकुम्भहनुर्महानादस्समुन्नतः एतेप्रहस्तसचिवास्सर्वेजघ्नुर्वनौकसः	नरान्तकः कुम्भहनुः महानादः समुन्नतः प्रहस्तसचिवाः एतेसर्वे वनौकसः जघ्नुः
vrd_ramayana_anvaya_6_58_20	तेषामापततांशीघ्रंनिघ्नतांचापिवानरान् द्विविदोगिरिशृङ्गेणजघानैकंनरान्तकम्	शीघ्रम् आपतताम् वानरान् निघ्नतांचापि तेषाम् एकम् नरान्तकम् द्विविदः गिरिशृङ्गेण जघान
vrd_ramayana_anvaya_6_58_21	दुर्मुखःपुनरुत्थायकपिस्सविपुलद्रुमम् राक्षसंक्षिप्रहस्तस्तुसमुन्नतमपोथयत्	कपिः दुर्मुखःपुनः सविपुलद्रुमम् उत्थाय क्षिप्रहस्तम् राक्षसम् समुन्नतम् अपोथयत्
vrd_ramayana_anvaya_6_58_22	जाम्बवांस्तुसुसङ्क्रुद्धःप्रगृह्यमहतींशिलाम् पातयामासतेजस्वीमहानादस्यवक्षसि	तेजस्वी जाम्बवांस्तु सुसङ्क्रुद्धः महतीम् शिलाम् प्रगृह्य महानादस्य वक्षसि पातयामास
vrd_ramayana_anvaya_6_58_23	अथकुम्भहनुस्तत्रतारेणासाद्यवीर्यवान् वृक्षेणाभिहतोमूर्ध्निप्राणान्सन्त्याजयद्रणे	अथ तत्र वीर्यवान् कुम्भहनुः तारेण रणे आसाद्य अभिहतः वृक्षेण मूर्ध्नि प्राणान् सन्त्याजयत्
vrd_ramayana_anvaya_6_58_24	अमृष्यमाणस्तत्कर्मप्रहस्तोरथमाश्रितः चकारकदनंघोरंधनुष्पाणिर्वनौकसाम्	प्रहस्तः तत् कर्म अमृष्यमाणः रथम् आश्रितः धनुष्पाणिः वनौकसाम् घोरम् कदनम् चकार
vrd_ramayana_anvaya_6_58_25	आवर्तइवसञ्जज्ञेसेनयोरुभयोस्तदा क्षुभितस्याप्रमेयस्यसागरस्येवनिस्स्वनः	तदा आवर्ते क्षुभितस्य अप्रमेयस्य सागरस्यइव उभयोः सेनयोः निःस्वनः सञ्जज्ञे
vrd_ramayana_anvaya_6_58_26	महताहिशरौघेणप्रहस्तोयुद्धकोविदः अर्दयामाससङ्क्रुद्धोवानरान् परमाहवे	परमाहवे युद्धकोविदः प्रहस्तः सङ्क्रुद्धः महता, शरौघेण वानरान् अर्धयामास
vrd_ramayana_anvaya_6_58_27	वानराणांशरीरैश्चराक्षसानांचमेदिनी बभून्विचिताघोराःपतितैरिवपर्वतै	वानराणाम् राक्षसानांच घोरैः शरीरैः अतिचिता मेदिनी पर्वतैः पतितैःइव बभूव
vrd_ramayana_anvaya_6_58_28	सामहीरुधिरौघेणप्रच्छन्नासम्प्रकाशते सञ्छन्नामाधवेमासिपलाशैरिवपुष्पितैः	रुधिरौघेण प्रच्छन्नाः सामही माधवेमासि पुष्पितैः पलाशैः सञ्चन्नाइव सम्प्रकाशते
vrd_ramayana_anvaya_6_58_29	हतवीरौघवस्रांतुभग्नायुधमहाद्रुमाम् शोणितौघमहातोयांयमसागरगामिनीम् यकृत् प्लीहमहापङ्कान्वििकीर्णान्त्रशैवलाम् भिन्नकायशिरोमीनामङ्गावयवशाद्वलाम् गृध्रहंसगणाकीर्णांकङ्कसारससेविताम् मेदःफेनसमाकीर्णामार्तस्न्तितस्वनाम् तांकापुरषुदुस्तारांयुद्धभूमिमयींनदीम् नदीमिवघनापायेहंससारससेविताम् राक्षसाःकपिमुख्याश्चतेरुस्तांदुस्तरांनदीम् यथापद्मरजोध्वस्तांनळिनींगजयूथपाः	हतवीरघवस्राम् भग्नायुधमहाद्रुमाम् शोणितौघमहातोयाम् यमसागरगामिनीम् यकृत् प्लीहमहापङ्काम् न्विकीर्णान्द्रशैवलाम् भिन्नकायशिरोमीनाम् अङ्गावयवशाद्वलाम् गृध्रहंसगणाकीर्णाम् कङ्कसारससेविताम् मेदःफेनसमाकीर्णम् आस्न्तिन्तिस्वनाम् कापुरुषदुस्ताराम् घनापाये हंससारससेविताम् नदीमिव ताम् युद्धभूमिमयीम् नदीम् तेराक्षसाः पद्मरजोध्वस्ताम् नळिनीम् गजयूथपाःयथा तेरुः दुस्तराम् तांनदीम् कपिमुख्याः तेरुः
vrd_ramayana_anvaya_6_58_34	ततःसृजन्तंबाणौघान्प्रहस्तंस्यन्दनेस्थितम् ददर्शतरसानीलोनिघ्नन्तंप्लवङ्गमान्	ततः नीलः बाणौघान् सृजन्तम् स्यन्दने स्थितम् तरसा प्लवङ्गमान् निघ्नन्तम् प्रहस्तम् ददर्श
vrd_ramayana_anvaya_6_58_35	उद्धूतइववायुःखेमहदभ्रबलंबलात् समीक्ष्याभिद्रुतंयुद्धेप्रहस्तोवाहिनीपतिः रथेनादित्यवर्णेननीलमेवाभिदुद्रुवे	खे बलात् उद्धूतः वायुः महत् अभ्रबलम् युद्धे अभिद्रुतम् समीक्ष्य आदित्यवर्णेन रथेन वाहिनीपतिः प्रहस्तः नीलमेव अभिदुद्रुवे
vrd_ramayana_anvaya_6_58_37	सधनुर्धन्विनांश्रेष्ठोविकृष्यपरमाहवे नीलायव्यसृजद्बाणान्प्रहस्तोवाहिनीपतिः	धन्विनाम् श्रेष्ठः वाहिनीपतिः सःप्रहस्तः परमाहवे धनुः विकृष्य नीलाय बाणान् व्यसृजत्
vrd_ramayana_anvaya_6_58_38	तेप्राप्यविशिखानीलंविनिर्भिद्यसमाहिताः महींजग्मुर्महावेगारुषिताइवपन्नगाः	समाहिताः रुषिताः पन्नगाःइव महावेगाः तेविशिखाः नीलम् प्रेत्य विनिर्भिद्य महीं जग्मुः
vrd_ramayana_anvaya_6_58_39	नीलःशरैरभिहतोनिशितैर्ज्वलनोपमैः सतंपरमदुर्धर्षमापतन्तंमहाकपिः प्रहस्तंताडयामासवृक्षमुत्पाट्यवीर्यवान्	महाकपिः वीर्यवान् सः नीलः निशितैः ज्वलनोपमैः शरैः अभिहतः वृक्षम् उत्पाट्य परमदुर्धर्षम् आपतन्तम् तंप्रहस्तम् ताडयामास
vrd_ramayana_anvaya_6_58_41	सतेनाभिहतःक्रुद्धोनदन्राक्षसपुङ्गवः ववर्षशरवर्षाणिप्लवङ्गानांचमूपतौ	तेन अभिहतः सःराक्षसपुङ्गवः क्रुद्धः नदन् प्लवङ्गानाम् चमूपतौ शरवर्षाणि ववर्ष
vrd_ramayana_anvaya_6_58_42	तस्यबाणगणान्घारान्राक्षसस्यमहाबलः अपारयन्वारयितुंप्रत्यगृह्णान्निमीलितः	महाबलः तस्य राक्षसस्य बाणगणान् वारयितुम् अपारयन् निमीलितः प्रत्यगृह्णात्
vrd_ramayana_anvaya_6_58_43	यथैवगोवृषोवर्षंशारदंशीघ्रमागतम् एवमेवप्रहस्तस्यशरवर्षंदुरासदम् निमीलिताक्षस्सहसानीलस्सेहेदुरासदान्	शीघ्रम् आगतम् शारदम् वर्षम् गोवृषः यथैव एवमेव नीलः प्रहस्तस्य दुरासदम् सहसा शरवर्षम् निमीलिताक्षः सेहे
vrd_ramayana_anvaya_6_58_44	रोषितश्शरवर्षेणसालेनमहतामहान् प्रजघानहयाननीलःप्रहस्तस्यमहाबलः	महाबलः महान् नीलः शरवर्षेण रोषितः महता सालेन प्रहस्तस्य हयान् प्रजघान
vrd_ramayana_anvaya_6_58_45	ततन्सचापमुद्गृह्यप्रहस्तस्यमहाबलः बभञ्जतरसानीलोननादचपुनःपुनः	ततः सः चापम् उद्गृह्य महाबलः प्रहस्तस्य बभञ्ज पुनः पुनः ननादच
vrd_ramayana_anvaya_6_58_46	विधनुस्तुकृतस्तेनप्रहस्तोवाहिनीपतिः प्रगृह्यमुसलंघोरंस्यन्दनादवपुप्लुवे	तेन विधनुः कृतः वाहिनीपतिः सःप्रहस्तः घोरम् मुसलम् प्रगृह्य स्यन्दनात् अवपुप्लुवे
